clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
comestible,ninguno,canela,hundido,lisa,gris,ancha,agrandada,blanco,grande,uno,verde,numerosa,urbano,no,marrón,viscosa,6.6,8.6
venenoso,fétido,marrón,convexo,estriada,verde,ancha,agrandada,gris,colgante,dos,café,dispersa,hojas,sí,blanco,viscosa,5.0,7.9
comestible,picante,gris,cónico,fibrosa,blanco,ancha,agrandada,gris,ninguno,ninguno,negro,numerosa,senderos,sí,naranja,seca,5.0,7.6
venenoso,fétido,rojo,convexo,lisa,morado,ancha,ahusada,canela,colgante,uno,café,numerosa,urbano,no,marrón,viscosa,8.2,7.4
comestible,ninguno,marrón,hundido,fibrosa,rosa,angosta,ahusada,blanco,evanescente,ninguno,blanco,dispersa,senderos,no,naranja,viscosa,3.6,3.8
comestible,almendra,verde,hundido,estriada,rojo,ancha,agrandada,gris,ninguno,dos,café,numerosa,urbano,sí,blanco,seca,6.0,8.0
comestible,picante,amarillo,hundido,fibrosa,morado,angosta,agrandada,blanco,grande,dos,café,abundante,urbano,no,naranja,viscosa,4.0,8.9
comestible,anís,rojo,hundido,estriada,morado,ancha,agrandada,rosa,grande,uno,marrón,agrupada,senderos,sí,naranja,seca,3.6,4.1
venenoso,fétido,canela,nudoso,lisa,rosa,ancha,ahusada,marrón,ninguno,dos,blanco,numerosa,pastizal,no,naranja,húmeda,6.7,5.6
comestible,almendra,amarillo,nudoso,escamosa,rojo,angosta,ahusada,gris,colgante,ninguno,blanco,varias,senderos,no,marrón,húmeda,5.4,6.6
comestible,anís,blanco,campana,escamosa,rosa,ancha,agrandada,gris,colgante,uno,blanco,numerosa,hojas,sí,blanco,viscosa,4.6,11.7
comestible,ninguno,canela,hundido,estriada,rojo,ancha,agrandada,gris,ninguno,dos,marrón,solitaria,urbano,sí,marrón,húmeda,9.8,6.2
venenoso,pescado,verde,plano,fibrosa,gris,ancha,agrandada,blanco,ninguno,ninguno,negro,solitaria,urbano,sí,naranja,húmeda,4.7,18.2
venenoso,creosota,amarillo,plano,estriada,verde,angosta,agrandada,rosa,grande,uno,morado,abundante,pastizal,sí,blanco,seca,5.7,6.2
comestible,anís,marrón,nudoso,fibrosa,morado,angosta,agrandada,marrón,grande,dos,blanco,numerosa,hojas,sí,naranja,húmeda,7.2,11.4
venenoso,pescado,canela,convexo,lisa,rosa,ancha,agrandada,marrón,colgante,uno,morado,varias,senderos,sí,blanco,viscosa,5.1,7.5
venenoso,picante,rosa,campana,lisa,gris,angosta,ahusada,blanco,ninguno,ninguno,morado,solitaria,bosque,no,blanco,seca,4.6,9.7
venenoso,creosota,amarillo,convexo,estriada,verde,angosta,ahusada,marrón,grande,dos,blanco,agrupada,bosque,sí,naranja,húmeda,3.4,8.8
comestible,ninguno,gris,plano,escamosa,rosa,ancha,ahusada,canela,grande,uno,verde,solitaria,senderos,no,marrón,húmeda,7.8,3.6
venenoso,pescado,marrón,hundido,lisa,negro,ancha,agrandada,marrón,grande,uno,blanco,varias,desechos,sí,naranja,húmeda,6.3,5.4
venenoso,picante,rosa,convexo,estriada,marrón,angosta,ahusada,canela,grande,ninguno,negro,agrupada,pastizal,no,marrón,viscosa,4.8,5.4
comestible,almendra,rosa,campana,estriada,rojo,ancha,ahusada,canela,colgante,dos,verde,numerosa,desechos,no,marrón,húmeda,6.1,9.3
comestible,ninguno,canela,convexo,fibrosa,negro,ancha,agrandada,gris,colgante,dos,café,numerosa,urbano,sí,blanco,húmeda,4.5,3.9
venenoso,creosota,marrón,plano,escamosa,gris,angosta,ahusada,canela,grande,uno,negro,solitaria,pastizal,no,naranja,seca,6.1,5.1
venenoso,creosota,rosa,cónico,escamosa,verde,ancha,ahusada,marrón,colgante,dos,morado,dispersa,desechos,no,blanco,viscosa,3.9,6.1
comestible,anís,gris,hundido,escamosa,morado,angosta,agrandada,blanco,ninguno,uno,café,dispersa,pastizal,no,blanco,seca,7.2,6.0
venenoso,creosota,canela,cónico,lisa,verde,ancha,agrandada,marrón,grande,ninguno,verde,solitaria,desechos,sí,naranja,húmeda,5.8,6.5
venenoso,picante,amarillo,hundido,escamosa,blanco,ancha,ahusada,rosa,grande,uno,verde,varias,pastizal,sí,marrón,seca,7.2,8.8
venenoso,ninguno,gris,nudoso,estriada,gris,angosta,ahusada,canela,grande,dos,morado,agrupada,senderos,no,naranja,seca,7.0,5.0
venenoso,mohoso,canela,hundido,lisa,negro,angosta,ahusada,gris,evanescente,dos,morado,varias,hojas,sí,naranja,húmeda,7.7,6.7
venenoso,creosota,rosa,plano,estriada,blanco,ancha,agrandada,blanco,grande,dos,marrón,abundante,pastizal,sí,marrón,viscosa,6.2,1.0
comestible,anís,gris,convexo,estriada,rosa,ancha,ahusada,blanco,ninguno,dos,café,numerosa,urbano,sí,naranja,viscosa,5.3,12.1
comestible,anís,rojo,plano,escamosa,negro,ancha,ahusada,marrón,colgante,uno,blanco,dispersa,desechos,no,blanco,viscosa,5.3,7.5
venenoso,anís,rojo,convexo,lisa,marrón,angosta,ahusada,canela,evanescente,ninguno,blanco,solitaria,bosque,sí,marrón,húmeda,2.9,11.0
comestible,creosota,blanco,convexo,estriada,rosa,ancha,agrandada,marrón,evanescente,uno,café,solitaria,senderos,no,marrón,viscosa,8.6,4.1
venenoso,creosota,rosa,hundido,escamosa,rojo,angosta,ahusada,blanco,evanescente,dos,marrón,solitaria,desechos,no,naranja,húmeda,3.4,8.5
venenoso,fétido,gris,convexo,estriada,blanco,angosta,ahusada,gris,colgante,uno,morado,dispersa,senderos,no,naranja,viscosa,8.8,8.8
comestible,anís,canela,nudoso,lisa,rosa,ancha,ahusada,blanco,colgante,uno,marrón,numerosa,bosque,sí,marrón,seca,7.5,10.8
venenoso,creosota,verde,nudoso,lisa,morado,ancha,agrandada,marrón,colgante,uno,café,agrupada,senderos,sí,marrón,viscosa,8.4,14.4
venenoso,pescado,blanco,hundido,fibrosa,gris,angosta,ahusada,rosa,ninguno,uno,café,dispersa,pastizal,no,blanco,húmeda,6.2,13.0
comestible,ninguno,canela,campana,fibrosa,rojo,angosta,ahusada,gris,grande,uno,marrón,abundante,senderos,no,marrón,viscosa,8.7,9.9
comestible,picante,rojo,plano,fibrosa,verde,angosta,ahusada,blanco,colgante,uno,blanco,agrupada,pastizal,sí,blanco,seca,6.6,8.8
comestible,ninguno,verde,hundido,fibrosa,rosa,ancha,ahusada,blanco,colgante,uno,verde,dispersa,bosque,no,blanco,húmeda,8.3,7.7
venenoso,picante,gris,cónico,estriada,rosa,ancha,ahusada,gris,evanescente,uno,marrón,dispersa,senderos,no,blanco,húmeda,9.1,8.7
venenoso,fétido,blanco,nudoso,estriada,rosa,angosta,agrandada,gris,ninguno,uno,verde,numerosa,urbano,sí,marrón,húmeda,7.7,7.8
venenoso,creosota,verde,hundido,estriada,rosa,angosta,ahusada,blanco,evanescente,dos,blanco,dispersa,hojas,no,blanco,viscosa,2.3,6.9
comestible,ninguno,rosa,nudoso,escamosa,morado,angosta,agrandada,blanco,colgante,uno,café,dispersa,bosque,no,marrón,seca,4.1,3.6
venenoso,creosota,verde,convexo,fibrosa,morado,angosta,ahusada,marrón,evanescente,ninguno,café,numerosa,urbano,no,blanco,viscosa,8.8,8.1
venenoso,ninguno,rosa,nudoso,lisa,negro,angosta,agrandada,marrón,colgante,uno,negro,agrupada,senderos,sí,blanco,viscosa,7.2,4.9
comestible,almendra,verde,cónico,escamosa,rosa,angosta,ahusada,rosa,grande,dos,café,varias,pastizal,sí,blanco,seca,3.2,4.4
venenoso,almendra,amarillo,hundido,escamosa,gris,ancha,agrandada,gris,evanescente,uno,blanco,solitaria,desechos,sí,naranja,seca,6.8,5.0
comestible,almendra,marrón,campana,fibrosa,gris,ancha,agrandada,canela,ninguno,dos,café,agrupada,senderos,sí,marrón,húmeda,5.7,10.5
venenoso,picante,verde,plano,lisa,rojo,ancha,agrandada,canela,colgante,uno,negro,abundante,bosque,no,naranja,viscosa,6.5,6.3
venenoso,fétido,verde,cónico,escamosa,marrón,angosta,agrandada,gris,ninguno,ninguno,verde,varias,desechos,no,blanco,húmeda,3.7,1.0
venenoso,anís,amarillo,plano,lisa,marrón,ancha,agrandada,blanco,colgante,dos,morado,numerosa,senderos,sí,blanco,viscosa,7.1,9.4
comestible,ninguno,gris,campana,estriada,rosa,ancha,ahusada,gris,ninguno,ninguno,blanco,numerosa,senderos,no,naranja,seca,6.9,6.0
venenoso,pescado,canela,nudoso,fibrosa,gris,ancha,ahusada,marrón,ninguno,dos,café,solitaria,senderos,sí,marrón,seca,2.7,6.8
comestible,ninguno,marrón,nudoso,estriada,negro,ancha,ahusada,canela,grande,dos,blanco,abundante,bosque,sí,marrón,seca,4.6,6.5
venenoso,ninguno,rojo,plano,fibrosa,marrón,ancha,agrandada,rosa,evanescente,ninguno,café,abundante,bosque,no,marrón,seca,11.5,3.6
comestible,ninguno,amarillo,hundido,lisa,negro,angosta,ahusada,gris,colgante,ninguno,verde,dispersa,urbano,no,marrón,viscosa,7.6,7.3
comestible,almendra,gris,nudoso,lisa,verde,ancha,agrandada,rosa,evanescente,ninguno,negro,numerosa,bosque,no,blanco,seca,6.8,2.4
venenoso,anís,gris,plano,lisa,rojo,angosta,agrandada,gris,evanescente,dos,verde,agrupada,hojas,sí,blanco,viscosa,3.8,12.4
comestible,fétido,amarillo,hundido,escamosa,marrón,angosta,ahusada,rosa,colgante,uno,marrón,dispersa,desechos,no,marrón,seca,2.3,7.5
comestible,anís,verde,hundido,estriada,rojo,ancha,agrandada,blanco,evanescente,dos,café,abundante,hojas,sí,marrón,seca,7.8,7.2
venenoso,pescado,rosa,campana,escamosa,rosa,angosta,agrandada,blanco,evanescente,uno,marrón,dispersa,urbano,no,naranja,viscosa,6.3,10.2
venenoso,creosota,canela,cónico,lisa,rosa,angosta,ahusada,canela,colgante,ninguno,marrón,abundante,senderos,no,naranja,viscosa,6.6,7.4
venenoso,mohoso,gris,campana,fibrosa,gris,ancha,agrandada,rosa,colgante,dos,marrón,agrupada,hojas,sí,marrón,viscosa,2.9,9.4
venenoso,mohoso,rojo,campana,lisa,rojo,ancha,agrandada,canela,evanescente,dos,blanco,solitaria,urbano,sí,naranja,húmeda,5.5,7.5
venenoso,almendra,blanco,nudoso,escamosa,verde,ancha,ahusada,gris,colgante,uno,morado,agrupada,bosque,sí,marrón,seca,3.6,9.4
venenoso,creosota,gris,cónico,estriada,verde,angosta,ahusada,canela,grande,ninguno,morado,numerosa,bosque,no,blanco,húmeda,6.5,7.0
venenoso,pescado,rosa,nudoso,fibrosa,gris,angosta,ahusada,blanco,evanescente,uno,marrón,dispersa,bosque,sí,blanco,seca,8.4,10.7
venenoso,pescado,marrón,campana,estriada,morado,angosta,agrandada,gris,grande,dos,morado,varias,urbano,no,blanco,húmeda,6.6,1.1
comestible,almendra,marrón,plano,estriada,rosa,angosta,ahusada,blanco,evanescente,uno,blanco,dispersa,urbano,sí,blanco,viscosa,5.4,8.1
comestible,almendra,amarillo,cónico,escamosa,rosa,ancha,ahusada,marrón,grande,dos,negro,varias,bosque,no,blanco,viscosa,8.0,3.3
comestible,fétido,marrón,hundido,estriada,negro,angosta,agrandada,rosa,evanescente,uno,café,dispersa,bosque,no,marrón,húmeda,4.4,5.0
venenoso,creosota,gris,hundido,estriada,verde,ancha,ahusada,canela,ninguno,dos,morado,abundante,hojas,no,marrón,seca,3.0,10.7
comestible,creosota,rojo,hundido,escamosa,gris,angosta,ahusada,blanco,colgante,ninguno,negro,varias,senderos,no,naranja,húmeda,4.3,6.4
venenoso,fétido,rojo,plano,lisa,rosa,ancha,agrandada,gris,colgante,uno,morado,varias,desechos,sí,blanco,húmeda,8.8,9.2
venenoso,fétido,rojo,hundido,estriada,blanco,ancha,agrandada,canela,evanescente,dos,café,solitaria,senderos,sí,marrón,húmeda,4.6,4.6
venenoso,almendra,marrón,campana,escamosa,rojo,angosta,ahusada,marrón,ninguno,ninguno,marrón,abundante,bosque,sí,blanco,húmeda,7.8,6.0
venenoso,creosota,blanco,nudoso,lisa,marrón,angosta,ahusada,gris,grande,dos,morado,abundante,pastizal,sí,blanco,húmeda,4.3,11.5
venenoso,fétido,verde,hundido,fibrosa,gris,ancha,agrandada,gris,ninguno,dos,morado,abundante,senderos,sí,marrón,húmeda,8.4,4.8
venenoso,fétido,verde,cónico,fibrosa,verde,angosta,ahusada,gris,ninguno,ninguno,marrón,agrupada,desechos,sí,naranja,seca,5.3,9.5
venenoso,anís,gris,convexo,estriada,blanco,ancha,agrandada,canela,ninguno,dos,morado,agrupada,urbano,no,blanco,húmeda,4.4,8.2
comestible,creosota,verde,plano,estriada,rojo,ancha,agrandada,gris,colgante,uno,café,abundante,senderos,sí,naranja,viscosa,6.7,7.9
comestible,ninguno,blanco,hundido,escamosa,gris,angosta,ahusada,canela,grande,dos,café,dispersa,desechos,sí,naranja,húmeda,3.1,7.1
venenoso,fétido,blanco,convexo,estriada,verde,angosta,ahusada,canela,colgante,dos,blanco,abundante,bosque,no,marrón,viscosa,8.9,10.7
venenoso,pescado,amarillo,convexo,fibrosa,morado,angosta,ahusada,blanco,evanescente,ninguno,morado,varias,urbano,no,marrón,seca,9.7,9.7
comestible,pescado,gris,cónico,estriada,rojo,angosta,agrandada,gris,evanescente,uno,blanco,varias,senderos,no,blanco,seca,8.4,8.3
venenoso,picante,rojo,convexo,fibrosa,rojo,ancha,agrandada,gris,colgante,dos,negro,varias,bosque,sí,blanco,húmeda,4.9,5.6
comestible,creosota,rosa,convexo,estriada,blanco,ancha,ahusada,marrón,colgante,uno,negro,dispersa,senderos,sí,naranja,húmeda,9.5,2.8
comestible,anís,amarillo,plano,fibrosa,rojo,angosta,agrandada,canela,grande,uno,morado,abundante,desechos,no,marrón,seca,4.9,4.9
venenoso,pescado,rosa,nudoso,escamosa,negro,ancha,ahusada,rosa,colgante,uno,morado,numerosa,hojas,sí,marrón,húmeda,4.4,5.6
venenoso,ninguno,rojo,convexo,lisa,rosa,ancha,agrandada,rosa,evanescente,dos,verde,solitaria,hojas,no,naranja,húmeda,9.8,10.4
comestible,ninguno,rosa,convexo,escamosa,morado,ancha,agrandada,canela,colgante,dos,verde,dispersa,bosque,sí,blanco,viscosa,10.9,10.4
venenoso,mohoso,marrón,plano,escamosa,morado,ancha,agrandada,blanco,grande,ninguno,blanco,varias,bosque,no,marrón,húmeda,7.7,6.0
comestible,almendra,canela,plano,fibrosa,verde,angosta,ahusada,gris,evanescente,ninguno,blanco,dispersa,pastizal,no,blanco,viscosa,8.5,7.2
venenoso,mohoso,rojo,hundido,lisa,gris,ancha,ahusada,canela,ninguno,dos,marrón,solitaria,senderos,sí,naranja,viscosa,5.7,6.6
comestible,ninguno,gris,convexo,fibrosa,verde,ancha,ahusada,canela,ninguno,dos,morado,abundante,senderos,sí,naranja,seca,4.4,8.4
venenoso,mohoso,gris,plano,escamosa,marrón,angosta,ahusada,rosa,ninguno,dos,marrón,numerosa,hojas,no,naranja,viscosa,3.0,12.5
venenoso,creosota,canela,campana,fibrosa,gris,angosta,ahusada,canela,ninguno,ninguno,marrón,agrupada,urbano,no,naranja,viscosa,6.9,7.8
comestible,anís,rojo,cónico,lisa,rosa,ancha,ahusada,canela,evanescente,dos,marrón,abundante,pastizal,no,blanco,viscosa,3.8,5.3
comestible,almendra,amarillo,nudoso,escamosa,gris,ancha,ahusada,blanco,colgante,uno,morado,abundante,pastizal,sí,blanco,húmeda,7.5,8.7
venenoso,creosota,marrón,hundido,lisa,blanco,ancha,agrandada,rosa,colgante,ninguno,café,numerosa,urbano,sí,blanco,húmeda,8.1,9.6
comestible,mohoso,gris,plano,fibrosa,gris,ancha,ahusada,marrón,evanescente,dos,café,numerosa,senderos,sí,blanco,húmeda,8.6,8.2
venenoso,pescado,canela,convexo,escamosa,negro,angosta,agrandada,rosa,ninguno,ninguno,marrón,numerosa,bosque,sí,blanco,viscosa,4.2,4.0
comestible,almendra,verde,campana,estriada,rojo,ancha,agrandada,rosa,colgante,ninguno,negro,dispersa,desechos,sí,marrón,húmeda,5.3,7.3
comestible,fétido,rojo,hundido,estriada,marrón,angosta,ahusada,marrón,ninguno,uno,marrón,abundante,senderos,no,naranja,húmeda,6.1,8.0
venenoso,mohoso,rosa,hundido,escamosa,rojo,ancha,agrandada,canela,ninguno,dos,morado,dispersa,desechos,no,marrón,seca,3.6,7.4
comestible,anís,rosa,plano,lisa,rosa,ancha,agrandada,gris,evanescente,uno,café,dispersa,senderos,no,naranja,húmeda,7.2,4.5
venenoso,pescado,rosa,hundido,fibrosa,marrón,angosta,agrandada,marrón,grande,ninguno,verde,agrupada,bosque,no,naranja,húmeda,2.0,5.6
venenoso,fétido,marrón,plano,fibrosa,negro,ancha,agrandada,gris,grande,uno,morado,abundante,hojas,sí,marrón,viscosa,3.6,8.4
comestible,picante,rosa,nudoso,escamosa,verde,ancha,ahusada,rosa,ninguno,ninguno,café,varias,hojas,no,naranja,seca,6.0,6.6
venenoso,fétido,verde,hundido,fibrosa,blanco,ancha,agrandada,canela,colgante,dos,negro,agrupada,pastizal,sí,blanco,húmeda,8.1,6.5
comestible,pescado,gris,hundido,fibrosa,gris,ancha,agrandada,marrón,colgante,dos,marrón,varias,bosque,no,blanco,viscosa,6.9,3.2
venenoso,fétido,blanco,hundido,fibrosa,morado,angosta,agrandada,blanco,ninguno,uno,café,varias,bosque,sí,naranja,seca,10.9,6.1
comestible,anís,gris,nudoso,fibrosa,negro,ancha,agrandada,gris,ninguno,dos,verde,solitaria,hojas,no,marrón,viscosa,6.3,9.0
venenoso,ninguno,amarillo,cónico,estriada,morado,ancha,ahusada,canela,ninguno,uno,morado,abundante,urbano,sí,marrón,húmeda,4.7,3.8
comestible,anís,marrón,convexo,estriada,blanco,angosta,agrandada,gris,ninguno,uno,café,numerosa,bosque,sí,blanco,viscosa,8.4,9.0
venenoso,picante,blanco,hundido,fibrosa,marrón,angosta,agrandada,canela,grande,uno,verde,dispersa,desechos,no,marrón,seca,6.7,7.6
venenoso,mohoso,gris,convexo,estriada,verde,angosta,ahusada,blanco,colgante,ninguno,verde,abundante,pastizal,no,blanco,húmeda,7.1,7.8
venenoso,pescado,blanco,convexo,estriada,verde,angosta,ahusada,rosa,grande,uno,morado,dispersa,pastizal,no,blanco,seca,3.8,9.2
venenoso,fétido,blanco,hundido,fibrosa,negro,ancha,ahusada,marrón,ninguno,dos,marrón,dispersa,desechos,sí,marrón,viscosa,8.6,5.3
comestible,ninguno,amarillo,campana,fibrosa,marrón,ancha,agrandada,blanco,colgante,dos,marrón,dispersa,senderos,no,blanco,seca,5.6,6.6
comestible,ninguno,marrón,nudoso,escamosa,negro,ancha,ahusada,canela,colgante,uno,café,varias,urbano,sí,blanco,seca,6.1,1.4
venenoso,ninguno,marrón,convexo,estriada,rosa,ancha,ahusada,gris,colgante,ninguno,morado,abundante,bosque,sí,marrón,húmeda,4.6,9.1
comestible,almendra,canela,cónico,fibrosa,rosa,angosta,agrandada,canela,grande,dos,morado,abundante,desechos,no,marrón,seca,4.1,6.5
comestible,ninguno,rosa,campana,escamosa,gris,ancha,ahusada,canela,evanescente,dos,café,solitaria,senderos,no,marrón,viscosa,5.7,8.5
venenoso,pescado,canela,campana,fibrosa,rojo,angosta,agrandada,marrón,evanescente,dos,morado,solitaria,desechos,sí,marrón,seca,4.9,8.3
venenoso,ninguno,marrón,nudoso,fibrosa,marrón,angosta,ahusada,marrón,grande,uno,morado,abundante,urbano,no,naranja,húmeda,8.1,9.7
venenoso,anís,marrón,nudoso,estriada,marrón,angosta,ahusada,gris,ninguno,dos,blanco,varias,desechos,sí,naranja,seca,4.7,9.6
venenoso,picante,rojo,convexo,fibrosa,verde,angosta,agrandada,gris,colgante,ninguno,morado,abundante,pastizal,no,blanco,seca,8.3,8.2
comestible,mohoso,canela,convexo,lisa,negro,angosta,agrandada,marrón,ninguno,dos,negro,agrupada,desechos,no,marrón,húmeda,7.2,7.6
comestible,almendra,marrón,hundido,escamosa,verde,angosta,agrandada,rosa,grande,uno,verde,solitaria,desechos,no,blanco,húmeda,6.7,8.9
comestible,mohoso,canela,plano,escamosa,marrón,angosta,agrandada,blanco,evanescente,dos,marrón,agrupada,senderos,no,blanco,seca,6.3,8.0
venenoso,fétido,marrón,plano,estriada,negro,ancha,agrandada,gris,ninguno,ninguno,blanco,solitaria,bosque,no,naranja,seca,7.8,8.4
venenoso,creosota,marrón,campana,escamosa,negro,angosta,agrandada,canela,ninguno,ninguno,café,abundante,bosque,no,blanco,viscosa,7.7,5.1
venenoso,mohoso,gris,nudoso,lisa,rojo,ancha,ahusada,rosa,evanescente,ninguno,negro,dispersa,pastizal,sí,blanco,seca,9.4,6.1
comestible,anís,canela,nudoso,fibrosa,morado,angosta,agrandada,rosa,colgante,ninguno,blanco,varias,hojas,sí,naranja,viscosa,4.0,5.7
venenoso,pescado,gris,plano,estriada,negro,angosta,ahusada,rosa,ninguno,dos,blanco,dispersa,desechos,sí,marrón,seca,2.3,12.5
venenoso,pescado,blanco,cónico,estriada,verde,ancha,agrandada,canela,grande,uno,morado,abundante,hojas,no,blanco,húmeda,4.1,6.7
venenoso,creosota,rojo,hundido,fibrosa,verde,angosta,agrandada,blanco,ninguno,ninguno,blanco,solitaria,bosque,sí,blanco,seca,6.9,2.3
comestible,ninguno,gris,plano,estriada,marrón,angosta,agrandada,gris,colgante,dos,marrón,dispersa,bosque,no,marrón,seca,5.5,6.9
venenoso,pescado,amarillo,plano,fibrosa,verde,ancha,agrandada,canela,evanescente,uno,verde,numerosa,desechos,sí,naranja,seca,6.1,9.2
venenoso,picante,verde,campana,escamosa,rosa,ancha,ahusada,blanco,colgante,dos,negro,dispersa,pastizal,sí,marrón,húmeda,6.4,8.1
comestible,almendra,gris,plano,estriada,marrón,ancha,ahusada,blanco,grande,ninguno,negro,agrupada,senderos,no,naranja,viscosa,5.0,9.7
venenoso,creosota,gris,plano,estriada,blanco,angosta,ahusada,marrón,colgante,uno,morado,abundante,senderos,no,marrón,seca,4.6,9.6
venenoso,mohoso,amarillo,plano,estriada,negro,angosta,agrandada,marrón,evanescente,dos,negro,solitaria,bosque,sí,naranja,viscosa,6.4,5.7
venenoso,picante,verde,hundido,fibrosa,rosa,angosta,ahusada,canela,grande,ninguno,morado,varias,senderos,sí,blanco,viscosa,6.3,6.8
venenoso,creosota,amarillo,campana,estriada,verde,angosta,agrandada,rosa,colgante,uno,café,solitaria,desechos,sí,blanco,viscosa,7.0,3.6
comestible,almendra,marrón,nudoso,fibrosa,rosa,angosta,agrandada,blanco,colgante,dos,verde,agrupada,hojas,no,blanco,húmeda,5.0,9.6
comestible,ninguno,blanco,nudoso,escamosa,morado,angosta,agrandada,rosa,colgante,dos,café,numerosa,desechos,no,naranja,viscosa,5.9,6.6
comestible,almendra,rosa,hundido,escamosa,gris,angosta,ahusada,blanco,colgante,dos,negro,varias,senderos,sí,marrón,húmeda,6.0,10.1
comestible,picante,canela,cónico,estriada,negro,angosta,agrandada,gris,ninguno,ninguno,marrón,varias,senderos,sí,blanco,viscosa,4.9,11.5
comestible,creosota,rosa,hundido,lisa,rojo,ancha,agrandada,canela,colgante,dos,marrón,abundante,bosque,sí,naranja,viscosa,2.4,6.7
comestible,ninguno,rosa,nudoso,escamosa,gris,ancha,agrandada,rosa,colgante,ninguno,blanco,solitaria,senderos,no,blanco,viscosa,3.7,5.4
comestible,almendra,blanco,plano,lisa,marrón,angosta,ahusada,blanco,colgante,ninguno,café,varias,desechos,sí,marrón,seca,6.3,9.1
comestible,almendra,verde,hundido,fibrosa,verde,angosta,ahusada,gris,colgante,dos,marrón,agrupada,pastizal,sí,naranja,viscosa,8.8,10.6
